epoch,solarRadiationHigh,winddirAvg,humidityAvg,metric.tempAvg,metric.windspeedAvg,metric.windgustHigh,metric.dewptAvg,metric.pressureMin,metric.precipTotal
1698573300,,292.0,96.0,-4.6,4.8,14.5,-5.1,998.34,0.0
1698573600,,292.0,96.0,-4.6,1.6,4.8,-5.1,998.58,0.0
1698573900,,292.0,96.0,-4.6,4.8,11.3,-5.1,998.58,0.0
1698574200,,292.0,96.0,-4.6,9.7,20.9,-5.1,998.58,0.0
1698574500,,292.0,96.0,-4.6,19.3,38.6,-5.2,998.1,0.0
1698574800,,292.0,96.0,-4.7,14.5,30.6,-5.2,998.34,0.0
1698575100,,292.0,96.0,-4.8,11.3,27.4,-5.3,998.48,0.0
1698575400,,292.0,96.0,-4.9,22.5,48.3,-5.5,998.78,0.0
1698575700,,292.0,96.0,-4.9,14.5,25.7,-5.5,998.54,0.0
1698576000,,292.0,96.0,-4.9,11.3,25.7,-5.5,998.82,0.0
1698576300,,292.0,96.0,-4.9,12.9,19.3,-5.5,999.05,0.0
1698576600,,292.0,96.0,-4.9,6.4,16.1,-5.4,998.98,0.0
1698576900,,292.0,96.0,-4.9,9.7,16.1,-5.4,999.32,0.0
1698577200,,292.0,96.0,-4.8,4.8,11.3,-5.4,999.42,0.0
1698577500,,292.0,96.0,-4.8,9.7,16.1,-5.4,999.32,0.0
1698577800,,292.0,96.0,-4.8,4.8,12.9,-5.4,999.49,0.0
1698578100,,292.0,96.0,-4.8,6.4,19.3,-5.4,999.83,0.0
1698578400,,292.0,96.0,-4.8,8.0,19.3,-5.4,1000.34,0.0
1698578700,,292.0,96.0,-4.8,11.3,24.1,-5.4,1000.2,0.0
1698579000,,292.0,96.0,-4.8,9.7,20.9,-5.4,1000.44,0.0
1698579300,,292.0,96.0,-4.8,4.8,14.5,-5.4,1000.2,0.0
1698579600,,292.0,95.0,-5.0,8.0,27.4,-5.7,1000.24,0.0
1698579900,,292.0,95.0,-5.1,9.7,24.1,-5.8,1000.34,0.0
1698580200,,292.0,95.0,-5.3,22.5,48.3,-5.9,1000.51,0.0
1698580500,,292.0,95.0,-5.3,16.1,24.1,-6.0,1000.44,0.0
1698580800,,292.0,95.0,-5.3,6.4,14.5,-5.9,1001.02,0.0
1698581100,,292.0,95.0,-5.2,11.3,22.5,-5.9,1000.78,0.0
1698581400,,292.0,95.0,-5.2,14.5,29.0,-5.9,1000.88,0.0
1698581700,,292.0,95.0,-5.2,9.7,24.1,-5.9,1000.81,0.0
1698582000,,292.0,95.0,-5.2,4.8,19.3,-5.8,1001.56,0.0
1698582300,,292.0,95.0,-5.3,11.3,29.0,-5.9,1001.12,0.0
1698582600,,292.0,95.0,-5.3,8.0,25.7,-5.9,1001.29,0.0
1698582900,,292.0,95.0,-5.2,8.0,14.5,-5.9,1001.36,0.0
1698583200,,292.0,95.0,-5.1,6.4,17.7,-5.8,1001.32,0.0
1698583500,,292.0,95.0,-5.1,9.7,19.3,-5.8,1001.42,0.0
1698583800,,292.0,96.0,-5.1,11.3,24.1,-5.6,1001.29,0.0
1698584100,,292.0,95.0,-5.2,12.9,22.5,-5.8,1001.39,0.0
1698584400,,292.0,95.0,-5.1,6.4,12.9,-5.8,1001.66,0.0
1698584700,,292.0,96.0,-5.1,8.0,19.3,-5.6,1001.96,0.0
1698585000,,292.0,95.0,-5.0,6.4,12.9,-5.7,1002.0,0.0
1698585300,,292.0,95.0,-4.9,6.4,11.3,-5.6,1002.0,0.0
1698585600,,292.0,95.0,-4.8,6.4,14.5,-5.5,1002.24,0.0
1698585900,,292.0,95.0,-4.9,9.7,17.7,-5.6,1002.03,0.0
1698586200,,292.0,95.0,-5.0,6.4,16.1,-5.7,1002.03,0.0
1698586500,,292.0,95.0,-5.2,12.9,29.0,-5.8,1001.83,0.0
1698586800,,292.0,95.0,-5.3,11.3,25.7,-6.0,1002.0,0.0
1698587100,,292.0,95.0,-5.6,17.7,30.6,-6.2,1002.24,0.0
1698587400,,292.0,95.0,-5.6,9.7,17.7,-6.3,1002.4,0.0
1698587700,,292.0,95.0,-5.5,8.0,17.7,-6.2,1002.68,0.0
1698588000,,292.0,95.0,-5.5,12.9,19.3,-6.2,1002.78,0.0
1698588300,,292.0,95.0,-5.4,4.8,16.1,-6.1,1003.08,0.0
1698588600,,292.0,95.0,-5.3,6.4,14.5,-6.0,1003.05,0.0
1698588900,,292.0,95.0,-5.3,8.0,17.7,-6.0,1002.88,0.0
1698589260,,292.0,95.0,-5.4,16.1,22.5,-6.1,1003.01,0.0
1698589500,,292.0,95.0,-5.5,9.7,24.1,-6.2,1002.85,0.0
1698589800,,292.0,95.0,-5.3,14.5,30.6,-6.0,1002.74,0.0
1698590100,,292.0,95.0,-5.3,14.5,35.4,-5.9,1002.95,0.0
1698590400,,292.0,95.0,-5.1,9.7,22.5,-5.8,1003.22,0.0
1698590700,,292.0,95.0,-5.0,9.7,17.7,-5.7,1003.15,0.0
1698591000,,292.0,95.0,-4.8,9.7,22.5,-5.4,1003.35,0.0
1698591300,,292.0,96.0,-4.7,12.9,27.4,-5.2,1003.45,0.0
1698591600,,292.0,95.0,-4.8,11.3,20.9,-5.5,1003.42,0.0
1698591900,,292.0,95.0,-4.8,16.1,29.0,-5.5,1003.45,0.0
1698592200,,135.0,95.0,-4.9,14.5,29.0,-5.6,1003.32,0.0
1698592500,,45.0,95.0,-4.8,6.4,24.1,-5.5,1003.59,0.0
1698592800,,0.0,95.0,-4.8,9.7,19.3,-5.5,1003.32,0.0
1698593100,,0.0,95.0,-4.8,9.7,20.9,-5.5,1003.66,0.0
1698593400,,0.0,95.0,-4.9,9.7,24.1,-5.6,1003.83,0.0
1698593700,,0.0,95.0,-4.8,9.7,17.7,-5.4,1003.86,0.0
1698594000,,225.0,95.0,-4.9,19.3,30.6,-5.6,1003.76,0.0
1698594300,,135.0,95.0,-4.9,9.7,20.9,-5.6,1003.96,0.0
1698594600,,68.0,95.0,-4.7,6.4,19.3,-5.3,1004.13,0.0
1698594900,,45.0,95.0,-4.4,11.3,19.3,-5.1,1004.1,0.0
1698595200,,45.0,95.0,-4.4,11.3,25.7,-5.1,1004.27,0.0
1698595500,,45.0,96.0,-4.6,8.0,20.9,-5.2,1004.34,0.0
1698595800,,45.0,96.0,-4.4,4.8,9.7,-4.9,1004.5,0.0
1698596100,,45.0,96.0,-4.2,6.4,16.1,-4.7,1004.57,0.0
1698596400,,45.0,96.0,-4.0,4.8,11.3,-4.6,1004.71,0.0
1698596700,,45.0,96.0,-3.8,3.2,6.4,-4.3,1004.71,0.0
1698597000,,45.0,96.0,-3.5,1.6,4.8,-4.1,1004.61,0.0
1698597300,,45.0,97.0,-3.4,3.2,8.0,-3.8,1004.88,0.0
1698597600,,45.0,97.0,-3.3,3.2,9.7,-3.7,1005.01,0.0
1698597900,,45.0,97.0,-3.8,6.4,17.7,-4.2,1005.01,0.0
1698598200,,45.0,96.0,-3.9,9.7,22.5,-4.5,1005.22,0.0
1698598500,,45.0,96.0,-4.2,6.4,14.5,-4.8,1005.42,0.0
1698598800,,45.0,96.0,-4.4,8.0,16.1,-4.9,1005.42,0.0
1698599100,,45.0,96.0,-4.4,4.8,11.3,-4.9,1005.52,0.0
1698599400,,45.0,95.0,-4.4,9.7,20.9,-5.1,1005.62,0.0
1698599700,,45.0,96.0,-4.4,11.3,22.5,-5.0,1005.62,0.0
1698600000,,45.0,96.0,-4.4,8.0,17.7,-5.0,1005.72,0.0
1698600300,,45.0,95.0,-4.4,6.4,14.5,-5.1,1005.93,0.0
1698600600,,45.0,96.0,-4.3,6.4,14.5,-4.9,1006.33,0.0
1698600900,,45.0,95.0,-4.4,6.4,16.1,-5.1,1006.57,0.0
1698601200,,45.0,95.0,-4.5,6.4,16.1,-5.2,1006.43,0.0
1698601500,,45.0,95.0,-4.8,12.9,29.0,-5.4,1006.6,0.0
1698601800,,45.0,95.0,-4.9,12.9,22.5,-5.6,1006.87,0.0
1698602100,,45.0,94.0,-5.1,16.1,37.0,-5.9,1006.64,0.0
1698602400,,45.0,95.0,-5.2,9.7,29.0,-5.8,1006.87,0.0
1698602700,,45.0,94.0,-5.4,24.1,45.1,-6.3,1006.74,0.0
1698603000,,45.0,95.0,-5.3,12.9,27.4,-6.0,1007.01,0.0
1698603300,,45.0,95.0,-5.3,11.3,29.0,-6.0,1006.91,0.0
1698603600,,45.0,95.0,-5.4,14.5,30.6,-6.1,1007.01,0.0
1698603900,,45.0,95.0,-5.2,12.9,20.9,-5.8,1007.01,0.0
1698604200,,45.0,95.0,-5.2,9.7,27.4,-5.8,1007.15,0.0
1698604500,,45.0,95.0,-5.1,11.3,25.7,-5.8,1006.87,0.25
1698604800,,45.0,95.0,-5.1,6.4,16.1,-5.8,1007.38,0.25
1698605100,,45.0,95.0,-5.7,12.9,22.5,-6.3,1007.38,0.25
1698605400,,45.0,95.0,-5.9,14.5,25.7,-6.6,1007.38,0.25
1698605700,,45.0,94.0,-5.9,14.5,27.4,-6.8,1007.38,0.25
1698606000,,45.0,94.0,-6.0,11.3,22.5,-6.8,1007.48,0.25
1698606300,,45.0,95.0,-5.9,4.8,9.7,-6.6,1007.62,0.25
1698606600,,45.0,95.0,-5.8,9.7,19.3,-6.5,1007.65,0.25
1698606900,,45.0,94.0,-6.0,12.9,29.0,-6.8,1007.82,0.25
1698607200,,45.0,95.0,-6.0,6.4,24.1,-6.7,1008.06,0.25
1698607500,,45.0,95.0,-5.9,6.4,14.5,-6.6,1008.23,0.25
1698607800,,45.0,95.0,-5.9,9.7,17.7,-6.6,1008.53,0.25
1698608100,,45.0,95.0,-6.0,9.7,27.4,-6.7,1008.67,0.25
1698608400,,45.0,95.0,-5.8,4.8,11.3,-6.5,1008.6,0.25
1698608700,,45.0,95.0,-5.7,8.0,16.1,-6.4,1009.01,0.25
1698609000,,45.0,95.0,-5.8,9.7,17.7,-6.5,1009.04,0.25
1698609300,,45.0,95.0,-6.1,12.9,19.3,-6.8,1009.21,0.25
1698609600,,45.0,95.0,-6.2,11.3,25.7,-6.8,1009.28,0.25
1698609900,,45.0,95.0,-6.2,9.7,17.7,-6.9,1009.48,0.25
1698610200,,45.0,95.0,-6.2,9.7,19.3,-6.9,1009.72,0.25
1698610500,,45.0,95.0,-6.2,9.7,17.7,-6.9,1010.09,0.25
1698610800,,45.0,95.0,-6.2,9.7,20.9,-6.8,1010.13,0.25
1698611100,,45.0,95.0,-6.2,9.7,19.3,-6.8,1010.09,0.25
1698611400,,45.0,95.0,-6.2,19.3,32.2,-6.9,1010.16,0.25
1698611700,,45.0,94.0,-6.3,27.4,45.1,-7.1,1010.23,0.25
1698612000,,45.0,95.0,-6.3,20.9,32.2,-6.9,1010.57,0.25
1698612300,,45.0,95.0,-6.3,25.7,40.2,-6.9,1010.74,0.25
1698612600,,45.0,95.0,-6.3,16.1,24.1,-6.9,1011.21,0.25
1698612900,,45.0,95.0,-6.2,12.9,20.9,-6.9,1010.84,0.25
1698613200,,45.0,95.0,-6.2,8.0,19.3,-6.9,1011.11,0.25
1698613500,,45.0,95.0,-6.1,4.8,11.3,-6.8,1011.28,0.25
1698613800,,45.0,95.0,-6.1,3.2,9.7,-6.8,1011.45,0.25
1698614100,,45.0,95.0,-6.2,9.7,20.9,-6.8,1011.65,0.25
1698614400,,45.0,95.0,-6.2,11.3,24.1,-6.8,1011.75,0.25
1698614700,,45.0,95.0,-6.2,16.1,32.2,-6.8,1012.06,0.25
1698615000,,45.0,95.0,-6.2,17.7,35.4,-6.8,1011.65,0.25
1698615300,,45.0,95.0,-6.2,11.3,33.8,-6.9,1012.16,0.25
1698615600,,45.0,95.0,-6.2,12.9,27.4,-6.9,1012.09,0.25
1698615900,,45.0,95.0,-6.2,8.0,20.9,-6.9,1012.39,0.25
1698616200,,45.0,95.0,-6.2,4.8,16.1,-6.8,1012.36,0.25
1698616500,,45.0,95.0,-6.2,6.4,17.7,-6.8,1012.63,0.25
1698616800,,45.0,95.0,-6.2,4.8,9.7,-6.8,1012.67,0.25
1698617100,,45.0,95.0,-6.2,6.4,19.3,-6.9,1012.97,0.25
1698617400,,45.0,95.0,-6.3,12.9,29.0,-6.9,1012.84,0.25
1698617700,,45.0,95.0,-6.3,6.4,17.7,-6.9,1012.84,0.25
1698618000,,45.0,95.0,-6.3,11.3,24.1,-6.9,1013.14,0.25
1698618300,,45.0,95.0,-6.3,9.7,19.3,-6.9,1013.17,0.25
1698618600,,45.0,95.0,-6.3,6.4,20.9,-6.9,1013.21,0.25
1698618900,,45.0,95.0,-6.3,4.8,9.7,-6.9,1013.11,0.25
1698619200,,45.0,95.0,-6.2,4.8,17.7,-6.9,1013.31,0.25
1698619500,,45.0,95.0,-6.2,11.3,24.1,-6.8,1012.9,0.25
1698619800,,45.0,95.0,-6.2,16.1,41.8,-6.9,1013.07,0.25
1698620100,,45.0,95.0,-6.3,24.1,53.1,-7.0,1012.46,0.25
1698620400,,45.0,95.0,-6.4,14.5,30.6,-7.1,1013.24,0.25
1698620700,,45.0,95.0,-6.4,16.1,43.5,-7.1,1013.11,0.25
1698621300,,45.0,95.0,-6.5,12.9,32.2,-7.2,1013.31,0.25
1698621600,,45.0,95.0,-6.5,16.1,30.6,-7.2,1013.55,0.25
1698621900,,45.0,95.0,-6.5,9.7,22.5,-7.2,1013.38,0.25
1698622200,,45.0,95.0,-6.4,6.4,17.7,-7.1,1013.72,0.25
1698622500,,45.0,95.0,-6.4,9.7,19.3,-7.1,1013.85,0.25
1698622800,,45.0,95.0,-6.3,3.2,11.3,-7.0,1013.88,0.25
1698623100,,45.0,95.0,-6.3,4.8,14.5,-6.9,1013.92,0.25
1698623400,,45.0,95.0,-6.2,9.7,22.5,-6.9,1014.05,0.25
1720407600,888.0,225.0,80.0,-3.9,1.6,3.2,-6.9,1029.7,0.0
1720407900,888.0,248.0,80.0,-3.9,1.6,4.8,-6.8,1029.53,0.0
1720408200,889.0,,83.0,-3.8,0.0,1.6,-6.3,1029.56,0.0
1720408500,888.0,315.0,88.0,-3.9,3.2,4.8,-5.6,1029.56,0.0
1720408800,889.0,315.0,87.0,-4.1,1.6,4.8,-5.9,1029.46,0.0
1720409100,890.0,292.0,91.0,-4.2,3.2,4.8,-5.4,1029.67,0.0
1720409400,892.0,202.0,90.0,-4.5,3.2,6.4,-5.9,1029.6,0.0
1720409700,890.0,202.0,91.0,-4.7,3.2,6.4,-5.9,1029.6,0.0
1720410000,889.0,202.0,85.0,-4.6,1.6,3.2,-6.7,1029.46,0.0
1720410300,888.0,292.0,75.0,-4.2,1.6,4.8,-7.9,1029.63,0.0
1720410600,891.0,292.0,76.0,-3.8,1.6,4.8,-7.4,1029.6,0.0
1720410900,893.0,248.0,77.0,-3.5,1.6,4.8,-6.9,1029.6,0.0
1720411200,896.0,248.0,77.0,-3.4,1.6,3.2,-6.9,1029.6,0.0
1720411500,898.0,248.0,78.0,-3.5,1.6,3.2,-6.8,1029.43,0.0
1720411800,896.0,248.0,76.0,-3.6,1.6,4.8,-7.2,1029.26,0.0
1720412100,896.0,,77.0,-3.7,0.0,3.2,-7.2,1029.36,0.0
1720412400,893.0,248.0,72.0,-3.8,1.6,3.2,-8.1,1029.36,0.0
1720412700,893.0,248.0,74.0,-3.8,1.6,3.2,-7.7,1029.26,0.0
1720413000,893.0,,80.0,-3.7,0.0,1.6,-6.7,1029.33,0.0
1720413300,891.0,,80.0,-3.7,0.0,1.6,-6.7,1029.26,0.0
1720413600,891.0,248.0,80.0,-3.8,1.6,3.2,-6.8,1029.39,0.0
1720413900,891.0,248.0,73.0,-3.9,1.6,4.8,-8.1,1029.23,0.0
1720414200,892.0,248.0,78.0,-3.9,1.6,4.8,-7.2,1029.29,0.0
1720414500,893.0,,76.0,-4.1,0.0,3.2,-7.7,1029.16,0.0
1720414800,893.0,,77.0,-4.0,0.0,3.2,-7.4,1029.16,0.0
1720415100,893.0,248.0,75.0,-4.0,1.6,3.2,-7.8,1029.02,0.0
1720415400,893.0,,79.0,-4.0,0.0,3.2,-7.1,1028.99,0.0
1720415700,893.0,248.0,78.0,-4.0,1.6,3.2,-7.3,1028.95,0.0
1720416000,893.0,,83.0,-4.1,0.0,1.6,-6.6,1028.89,0.0
1720416300,892.0,,85.0,-4.2,0.0,3.2,-6.3,1028.92,0.0
1720416600,891.0,,86.0,-4.2,0.0,1.6,-6.2,1028.78,0.0
1720416900,889.0,248.0,86.0,-4.3,1.6,3.2,-6.3,1028.78,0.0
1720417200,887.0,,83.0,-4.4,0.0,3.2,-6.8,1028.68,0.0
1720417500,886.0,,86.0,-4.3,0.0,0.0,-6.3,1028.62,0.0
1720417800,886.0,,86.0,-4.3,0.0,1.6,-6.3,1028.55,0.0
1720418100,886.0,,84.0,-4.3,0.0,1.6,-6.6,1028.51,0.0
1720418400,887.0,248.0,83.0,-4.3,1.6,4.8,-6.7,1028.51,0.0
1720418700,888.0,248.0,85.0,-4.6,3.2,4.8,-6.7,1028.51,0.0
1720419000,888.0,,86.0,-4.6,0.0,3.2,-6.6,1028.38,0.0
1720419300,886.0,,87.0,-4.6,0.0,3.2,-6.4,1028.31,0.0
1720419600,886.0,248.0,75.0,-4.6,1.6,3.2,-8.3,1028.28,0.0
1720419900,887.0,248.0,81.0,-4.4,1.6,3.2,-7.2,1028.31,0.0
1720420200,886.0,,82.0,-4.5,0.0,0.0,-7.1,1028.31,0.0
1720420500,886.0,248.0,77.0,-4.3,1.6,4.8,-7.7,1028.21,0.0
1720420800,888.0,248.0,70.0,-4.2,1.6,3.2,-8.9,1028.14,0.0
1720421100,891.0,248.0,75.0,-4.1,1.6,3.2,-7.8,1028.21,0.0
1720421400,893.0,248.0,77.0,-4.1,1.6,4.8,-7.6,1028.18,0.0
1720421700,896.0,248.0,67.0,-3.8,3.2,6.4,-9.0,1028.18,0.0
1720422000,900.0,248.0,67.0,-3.7,1.6,3.2,-8.9,1028.18,0.0
1720422300,901.0,248.0,71.0,-3.8,1.6,3.2,-8.3,1028.04,0.0
1720422600,898.0,,74.0,-4.0,0.0,3.2,-7.9,1028.04,0.0
1720422900,895.0,248.0,68.0,-4.2,1.6,4.8,-9.2,1028.04,0.0
1720423200,895.0,248.0,70.0,-4.0,1.6,3.2,-8.7,1028.01,0.0
1720423500,896.0,248.0,68.0,-3.9,1.6,3.2,-8.9,1028.07,0.0
1720423800,896.0,248.0,73.0,-4.1,1.6,4.8,-8.2,1027.97,0.0
1720424100,895.0,248.0,70.0,-4.1,1.6,4.8,-8.8,1028.07,0.0
1720424400,895.0,,70.0,-3.9,0.0,3.2,-8.6,1028.04,0.0
1720424700,896.0,248.0,70.0,-3.7,1.6,4.8,-8.4,1027.94,0.0
1720425000,896.0,,68.0,-3.8,0.0,3.2,-8.8,1027.97,0.0
1720425300,896.0,248.0,69.0,-3.8,1.6,4.8,-8.7,1027.9,0.0
1720425600,895.0,248.0,65.0,-3.8,1.6,4.8,-9.4,1027.87,0.0
1720425900,895.0,248.0,67.0,-3.8,1.6,4.8,-9.0,1027.87,0.0
1720426200,896.0,248.0,65.0,-3.7,1.6,4.8,-9.3,1027.8,0.0
1720426500,896.0,225.0,68.0,-3.7,1.6,4.8,-8.8,1027.8,0.0
1720426800,895.0,248.0,66.0,-3.8,1.6,4.8,-9.2,1027.8,0.0
1720427100,895.0,248.0,64.0,-3.7,1.6,3.2,-9.5,1027.77,0.0
1720427400,896.0,315.0,63.0,-3.4,3.2,6.4,-9.4,1027.74,0.0
1720427700,900.0,270.0,64.0,-3.4,1.6,4.8,-9.3,1027.7,0.0
1720428000,900.0,248.0,64.0,-3.6,3.2,4.8,-9.4,1027.6,0.0
1720428300,900.0,248.0,60.0,-3.3,3.2,8.0,-9.9,1027.74,0.0
1720428600,905.0,270.0,59.0,-2.8,3.2,8.0,-9.7,1027.63,0.0
1720428900,908.0,248.0,61.0,-2.8,1.6,4.8,-9.3,1027.67,0.0
1720429200,906.0,248.0,59.0,-3.2,1.6,3.2,-10.1,1027.53,0.0
1720429500,905.0,270.0,61.0,-3.3,3.2,4.8,-9.7,1027.53,0.0
1720429800,902.0,248.0,63.0,-3.8,3.2,6.4,-9.8,1027.46,0.0
1720430100,898.0,225.0,65.0,-4.3,3.2,8.0,-9.9,1027.36,0.0
1720430400,894.0,270.0,71.0,-4.4,1.6,4.8,-8.9,1027.4,0.0
1720430700,891.0,225.0,64.0,-4.4,3.2,8.0,-10.2,1027.26,0.0
1720431000,889.0,225.0,64.0,-4.3,3.2,6.4,-10.1,1027.33,0.0
1720431300,891.0,270.0,63.0,-3.9,1.6,4.8,-9.9,1027.46,0.0
1720431600,892.0,248.0,60.0,-3.5,3.2,6.4,-10.1,1027.43,0.0
1720431900,896.0,270.0,58.0,-3.2,1.6,4.8,-10.2,1027.33,0.0
1720432200,900.0,248.0,58.0,-2.8,1.6,4.8,-9.9,1027.26,0.0
1720432500,903.0,248.0,57.0,-2.6,3.2,6.4,-9.9,1027.26,0.0
