epoch,solarRadiationHigh,winddirAvg,humidityAvg,metric.tempAvg,metric.windspeedAvg,metric.windgustHigh,metric.dewptAvg,metric.pressureMin,metric.precipTotal
1748072683,0.0,256,21.0,-1.1,0.7,5.5,-3.4,855.81,0.0
1748072988,0.0,264,21.0,-1.1,2.8,9.3,-3.0,855.91,0.0
1748073291,0.0,255,21.0,-1.1,1.0,5.5,-3.1,855.81,0.0
1748073594,0.0,300,21.0,-1.0,4.0,13.0,-3.4,856.01,0.0
1748073891,0.0,301,21.0,-0.9,9.2,14.8,-3.2,855.91,0.0
1748074189,0.0,285,21.0,-1.1,9.1,14.8,-3.0,855.91,0.0
1748074485,0.0,276,20.9,-1.1,9.3,16.6,-3.2,855.91,0.0
1748074786,0.0,287,21.1,-1.1,8.7,11.1,-3.0,855.91,0.0
1748075084,0.0,296,21.0,-1.2,9.4,13.0,-3.1,855.91,0.0
1748075398,0.0,272,21.0,-1.1,9.7,14.8,-3.1,855.91,0.0
1748075686,0.0,282,20.8,-1.1,9.5,18.3,-3.1,855.81,0.0
1748075995,0.0,266,21.0,-1.2,6.5,14.8,-3.1,855.91,0.0
1748076298,0.0,267,21.0,-1.2,4.8,13.0,-3.1,855.91,0.0
1748076590,0.0,259,20.9,-1.2,6.4,16.6,-2.8,855.81,0.0
1748076896,0.0,276,20.9,-1.3,10.7,16.6,-2.7,855.91,0.0
1748077195,0.0,273,21.0,-1.2,11.2,16.6,-2.5,856.01,0.0
1748077483,0.0,276,21.0,-1.2,8.6,14.8,-2.5,856.21,0.0
1748077790,0.0,289,20.9,-1.3,10.3,16.6,-2.6,856.21,0.0
1748078086,0.0,285,21.0,-1.3,14.1,18.3,-2.7,856.01,0.0
1748078397,0.0,289,21.0,-1.3,9.0,16.6,-2.3,856.01,0.0
1748078698,0.0,276,20.9,-1.3,7.9,11.1,-2.4,856.11,0.0
1748078990,0.0,262,20.9,-1.4,4.5,13.0,-2.8,856.21,0.0
1748079286,0.0,264,21.0,-1.2,2.1,7.2,-2.8,856.21,0.0
1748079586,0.0,242,20.8,-1.2,1.2,7.2,-3.2,856.42,0.0
1748079891,0.0,262,20.9,-1.2,4.8,11.1,-3.3,856.42,0.0
1748080191,0.0,276,20.9,-0.9,6.3,14.8,-3.1,856.21,0.0
1748080491,0.0,275,20.9,-1.2,7.4,14.8,-3.1,856.32,0.0
1748080787,0.0,248,21.0,-1.2,3.9,13.0,-3.5,856.32,0.0
1748081083,0.0,267,20.8,-0.8,5.6,14.8,-3.6,856.32,0.0
1748081396,0.0,277,20.8,-1.1,11.3,16.6,-3.3,856.42,0.0
1748081693,0.0,285,20.9,-1.1,14.8,18.3,-3.1,856.42,0.0
1748081986,0.0,275,20.9,-1.1,12.8,20.1,-3.1,856.32,0.0
1748082298,0.0,283,20.8,-1.1,15.5,20.1,-3.0,856.42,0.0
1748082589,0.0,273,21.0,-1.1,13.8,18.3,-3.2,856.42,0.0
1748082886,0.0,261,20.9,-1.0,12.7,21.9,-3.2,856.42,0.0
1748083186,0.0,261,20.9,-1.1,9.8,23.8,-3.2,856.42,0.0
1748083497,0.0,268,20.7,-1.1,12.6,25.6,-3.2,856.42,0.0
1748083788,0.0,270,20.9,-1.0,14.4,23.8,-3.2,856.52,0.0
1748084096,0.0,274,20.8,-1.0,17.3,23.8,-3.1,856.52,0.0
1748084387,0.0,269,20.9,-1.1,15.0,23.8,-3.0,856.52,0.0
1748084683,0.0,263,20.9,-1.1,11.2,21.9,-3.1,856.52,0.0
1748084990,0.0,267,20.7,-1.1,11.4,20.1,-3.1,856.42,0.0
1748085286,0.0,263,20.9,-1.0,10.6,18.3,-3.1,856.62,0.0
1748085598,0.0,273,20.9,-1.0,13.2,18.3,-3.3,856.72,0.0
1748111382,341.8,309,36.8,4.3,13.1,18.3,-3.2,854.93,0.0
1748111695,344.4,297,36.8,4.1,11.5,20.1,-3.6,854.93,0.0
1748111987,325.9,288,36.8,4.5,11.4,20.1,-3.1,854.93,0.0
1748112293,279.2,310,36.7,4.7,6.9,13.0,-2.1,854.93,0.0
1748112597,252.4,289,37.0,4.9,4.7,11.1,-1.5,854.83,0.0
1748112882,238.5,313,36.5,4.6,6.3,13.0,-1.3,854.83,0.0
1748113191,236.2,293,36.7,4.5,6.7,13.0,-1.7,854.72,0.0
1748113483,226.3,280,36.1,4.8,7.3,18.3,-1.6,854.72,0.0
1748113796,222.9,290,34.7,4.2,8.9,14.8,-1.3,854.72,0.0
1748114090,223.9,273,36.8,4.5,8.8,18.3,-1.5,854.72,0.0
1748114387,217.1,275,36.7,4.4,11.8,21.9,-2.5,854.42,0.0
1748114698,213.9,273,36.7,4.6,10.6,20.1,-2.0,854.42,0.0
1748114988,198.7,268,36.4,4.5,17.0,27.7,-2.6,854.32,0.0
1748115282,181.0,280,36.5,4.3,15.6,23.8,-2.2,854.32,0.0
1748115587,168.1,278,32.6,4.7,14.6,25.6,-2.3,854.42,0.0
1748115882,154.6,269,30.3,4.9,9.0,18.3,-1.9,854.52,0.0
1748116181,142.3,262,29.1,4.8,11.6,27.7,-2.5,854.42,0.0
1748116482,132.7,268,28.9,5.2,12.6,27.7,-2.4,854.52,0.0
1748116787,125.0,268,28.1,5.2,14.3,25.6,-2.3,854.32,0.0
1748117092,120.8,272,28.0,4.9,13.2,25.6,-2.1,854.32,0.0
1748117387,115.4,268,28.0,5.0,13.3,23.8,-2.0,854.22,0.0
1748117690,109.4,269,28.0,5.2,13.8,25.6,-2.0,854.22,0.0
1748117988,98.0,277,28.0,5.2,18.6,29.5,-2.1,854.22,0.0
1748118298,84.6,265,28.0,5.0,12.6,25.6,-2.7,854.22,0.0
1748118586,70.9,266,27.9,5.3,10.4,25.6,-1.9,854.22,0.0
1748118894,67.1,262,27.4,5.2,14.7,25.6,-2.2,854.11,0.0
1748119187,58.8,268,27.1,5.5,15.9,25.6,-2.1,854.11,0.0
1748119498,53.1,263,27.0,5.2,12.3,23.8,-2.0,854.11,0.0
1748119787,43.2,262,26.9,5.1,11.8,21.9,-2.0,854.11,0.0
1748120094,30.9,272,26.5,5.0,17.5,25.6,-2.2,854.01,0.0
1748120392,24.7,269,26.0,4.9,16.9,25.6,-2.2,854.01,0.0
1748120698,19.7,264,26.0,4.7,17.2,29.5,-2.2,853.91,0.0
1748120991,15.7,269,26.0,4.7,17.8,25.6,-2.3,853.91,0.0
1748121290,12.5,262,26.0,4.8,15.6,27.7,-2.2,853.91,0.0
1748121587,9.8,268,26.0,4.7,15.7,27.7,-2.2,853.81,0.0
1748121893,7.4,265,25.9,4.7,15.2,27.7,-2.2,853.81,0.0
1748122187,4.8,270,26.0,4.9,18.1,31.4,-2.2,853.81,0.0
1748122483,2.7,270,25.7,4.8,17.7,29.5,-2.0,853.71,0.0
1748122786,1.6,270,25.8,5.0,18.0,25.6,-1.8,853.54,0.0
1748123098,0.8,274,25.7,4.6,16.9,21.9,-1.4,853.71,0.0
1748123386,0.3,273,25.6,4.5,18.8,25.6,-1.4,853.71,0.0
1748123690,0.1,280,25.6,4.8,20.1,27.7,-1.4,853.81,0.0
1748123987,0.0,279,25.1,4.8,20.1,25.6,-1.2,853.71,0.0
1748124298,0.0,274,25.2,4.9,20.2,27.7,-1.0,853.71,0.0
1748124587,0.0,281,25.3,5.2,24.0,33.2,-1.2,853.71,0.0
1748124890,0.0,271,25.2,5.7,21.0,36.7,-1.1,853.71,0.0
1748125187,0.0,268,25.0,5.4,19.5,29.5,-1.7,853.81,0.0
1748125492,0.0,281,25.1,5.6,20.6,33.2,-1.5,853.81,0.0
1748125786,0.0,273,25.2,5.5,16.7,29.5,-1.2,853.71,0.0
1748126094,0.0,273,25.1,5.2,15.9,23.8,-1.3,853.81,0.0
1748126386,0.0,278,25.1,5.3,20.0,31.4,-1.6,853.61,0.0
1748126698,0.0,280,25.1,5.0,18.6,27.7,-1.4,853.71,0.0
1748126986,0.0,283,25.0,5.0,18.4,29.5,-1.4,853.54,0.0
1748127290,0.0,287,25.0,5.1,15.1,25.6,-0.8,853.54,0.0
1748127591,0.0,288,25.0,4.7,17.2,21.9,-1.3,853.54,0.0
1748127893,0.0,281,25.0,4.9,18.8,25.6,-1.3,853.61,0.0
1748128197,0.0,283,25.0,4.9,18.0,21.9,-0.7,853.61,0.0
1748128490,0.0,281,25.0,4.7,17.3,20.1,-0.7,853.61,0.0
1748128787,0.0,285,25.0,4.9,19.8,27.7,-1.1,853.54,0.0
1748129099,0.0,290,25.0,4.7,17.1,21.9,-0.6,853.54,0.0
1748129382,0.0,286,25.0,4.4,14.6,18.3,0.0,853.54,0.0
1748129690,0.0,290,25.0,4.4,12.6,14.8,0.4,853.54,0.0
1748129987,0.0,286,24.9,4.1,10.7,14.8,0.6,853.44,0.0
1748130291,0.0,297,25.0,4.0,10.6,16.6,0.6,853.44,0.0
1748130596,0.0,301,25.0,4.0,15.6,27.7,0.0,853.44,0.0
1748130889,0.0,305,25.0,4.7,15.1,23.8,-0.1,853.23,0.0
1748131187,0.0,301,25.0,4.4,11.5,16.6,0.8,853.44,0.0
1748131498,0.0,298,25.0,4.1,13.5,18.3,0.8,853.34,0.0
1748131786,0.0,304,25.0,3.9,13.6,16.6,0.8,853.23,0.0
1748132090,0.0,302,24.9,3.9,14.7,18.3,0.4,853.13,0.0
1748132386,0.0,298,25.0,4.2,14.1,18.3,0.3,853.03,0.0
1748132698,0.0,284,25.0,4.2,15.9,18.3,0.2,853.13,0.0
1748132987,0.0,278,24.9,4.2,15.6,18.3,0.6,853.13,0.0
1748133288,0.0,281,24.9,4.2,14.7,18.3,0.5,853.03,0.0
1748133587,0.0,282,25.0,4.2,13.0,16.6,0.8,853.03,0.0
1748133898,0.0,281,24.9,4.7,13.4,18.3,0.3,852.93,0.0
1748134196,0.0,276,24.9,4.7,11.4,18.3,0.3,853.13,0.0
1748134491,0.0,296,25.0,4.2,10.8,13.0,1.5,852.83,0.0
1748134786,0.0,300,24.9,4.1,9.7,13.0,1.4,852.83,0.0
1748135092,0.0,295,24.8,4.1,10.5,13.0,1.3,852.83,0.0
1748135386,0.0,289,24.9,4.3,10.0,14.8,0.9,852.83,0.0
1748135688,0.0,291,24.7,4.0,8.6,11.1,1.1,852.73,0.0
1748135987,0.0,292,24.8,4.2,9.4,11.1,1.0,852.73,0.0
1748136298,0.0,289,24.6,4.2,8.9,13.0,1.3,852.73,0.0
1748136586,0.0,294,24.5,4.1,9.1,11.1,1.2,852.73,0.0
1748136890,0.0,287,24.8,4.1,8.2,11.1,1.3,852.52,0.0
1748137187,0.0,283,24.5,3.9,9.5,13.0,1.3,852.42,0.0
1748137497,0.0,292,24.6,4.0,10.5,14.8,1.3,852.52,0.0
1748137797,0.0,288,24.4,4.1,11.7,14.8,1.3,852.42,0.0
1748138091,0.0,291,24.4,4.0,10.4,13.0,1.1,852.42,0.0
1748138395,0.0,298,24.2,4.0,9.0,13.0,1.0,852.42,0.0
1748138698,0.0,292,24.1,4.1,9.8,13.0,0.7,852.32,0.0
1748138987,0.0,298,24.4,4.3,10.0,13.0,0.9,852.32,0.0
1748139291,0.0,296,24.3,4.3,9.8,13.0,0.9,852.12,0.0
1748139587,0.0,292,24.2,4.2,9.3,13.0,1.0,852.22,0.0
1748139899,0.0,280,24.4,4.3,12.7,18.3,-0.3,852.02,0.0
1748140188,0.0,286,24.2,5.4,14.5,20.1,-0.4,852.22,0.0
1748140490,0.0,290,24.2,5.3,11.6,18.3,-0.1,852.12,0.0
1748140793,0.0,285,24.1,4.5,10.6,13.0,0.9,851.91,0.0
1748142298,0.0,297,24.0,4.6,13.4,20.1,0.5,851.91,0.0
1748142597,0.0,283,24.0,4.7,14.0,21.9,0.5,851.81,0.0
1748142890,0.0,275,24.0,4.8,14.8,21.9,0.3,851.71,0.0
1748143192,0.0,275,24.0,4.7,13.5,18.3,0.3,851.61,0.0
1748143492,0.0,270,24.0,4.7,12.1,20.1,0.1,851.61,0.0
1748143787,0.0,278,24.0,4.9,9.2,14.8,0.6,851.51,0.0
1748144090,0.0,292,24.0,4.3,7.7,13.0,0.6,851.51,0.0
1748144387,0.0,278,24.0,4.4,10.8,16.6,0.7,851.41,0.0
1748144698,0.0,275,24.0,4.7,13.8,18.3,0.0,851.34,0.0
1748144987,0.0,279,24.0,4.8,13.2,18.3,0.3,851.24,0.0
1748145287,0.0,280,24.0,4.6,11.4,14.8,0.4,851.24,0.0
1748145592,0.0,286,24.0,4.3,9.6,13.0,0.5,851.24,0.0
1748145892,0.0,282,23.9,4.4,10.5,14.8,0.6,851.14,0.0
1748146186,0.0,277,24.0,4.5,11.4,16.6,-0.1,851.14,0.0
1748146490,0.0,268,24.0,4.7,9.6,14.8,-0.2,851.14,0.0
1748146793,0.0,282,24.0,4.4,8.3,11.1,0.4,851.14,0.0
1748147091,0.0,271,24.0,4.6,13.2,16.6,-0.4,851.03,0.0
1748147396,0.0,278,24.0,4.7,9.4,14.8,0.0,851.03,0.0
1748147688,0.0,294,24.0,4.6,9.8,13.0,0.2,850.93,0.0
1748147992,0.0,293,24.0,4.4,11.4,14.8,0.1,850.93,0.0
1748148292,0.0,284,24.0,4.3,10.5,14.8,0.3,851.03,0.0
1748148586,0.0,281,24.0,4.6,14.6,25.6,-0.4,850.73,0.0
1748148886,0.0,282,24.0,4.7,11.8,18.3,-0.3,850.73,0.0
1748149193,0.0,294,23.9,4.7,15.1,25.6,-0.4,850.63,0.0
1748149498,0.0,290,24.0,4.7,15.2,20.1,-0.6,850.63,0.0
1748149787,0.0,285,24.0,4.7,16.3,21.9,-0.4,850.63,0.0
1748150090,0.0,280,24.0,4.4,19.6,23.8,-0.5,850.53,0.0
1748150393,0.0,288,24.0,4.6,20.1,25.6,-0.3,850.53,0.0
1748150692,0.0,286,24.0,4.6,24.2,27.7,-1.0,850.32,0.0
1748150996,0.0,281,24.0,5.2,25.4,27.7,-1.2,850.22,0.0
1748151288,0.0,281,24.0,5.0,22.1,27.7,-0.5,850.32,0.0
1748151592,0.0,279,23.9,4.8,23.2,29.5,-0.4,850.32,0.0
1748151893,0.0,277,24.0,4.7,20.6,27.7,0.0,849.92,0.0
1748152187,0.0,279,24.0,4.2,21.3,27.7,-0.1,849.92,0.0
1748152490,0.0,277,23.9,4.1,18.5,23.8,0.2,850.02,0.0
1748152786,0.0,273,23.9,4.2,18.3,27.7,0.1,849.92,0.0
1748153098,0.0,272,24.0,4.1,20.4,27.7,0.2,849.81,0.0
1748153387,0.0,274,23.9,4.0,21.7,29.5,0.5,849.71,0.0
1748153690,0.0,284,23.9,4.0,25.2,31.4,0.5,849.71,0.0
1748153993,0.0,289,23.9,3.7,21.0,25.6,0.7,849.71,0.0
1748154292,0.0,286,24.0,3.6,20.2,21.9,0.7,849.51,0.0
1748154589,0.0,292,24.0,3.4,18.4,21.9,0.7,849.51,0.0
1748154890,0.0,295,23.9,3.3,17.4,25.6,0.6,849.41,0.0
1748155191,0.0,289,24.0,3.2,15.1,20.1,0.7,849.41,0.0
1748155481,0.0,289,23.9,3.2,18.3,23.8,0.5,849.31,0.0
1748155786,0.0,296,23.9,3.4,19.6,23.8,0.5,849.31,0.0
1748156091,0.0,298,23.8,3.3,18.0,20.1,0.7,849.14,0.0
1748156394,0.0,295,23.9,3.3,19.4,25.6,0.5,849.14,0.0
1748156698,0.0,293,23.8,3.3,18.8,23.8,0.6,849.04,0.0
1748156988,0.0,282,23.9,3.3,18.5,25.6,0.8,849.04,0.0
1748157288,0.0,290,23.8,2.7,19.6,23.8,0.6,848.93,0.0
1748157586,0.0,278,23.5,2.8,20.2,25.6,0.6,848.83,0.0
1748157882,0.0,275,23.6,3.2,21.6,25.6,0.6,848.83,0.0
1748158187,0.0,283,23.7,3.3,21.4,29.5,0.6,848.63,0.0
1748158488,0.0,273,23.6,3.0,21.2,27.7,0.4,848.63,0.0
1748158787,0.0,271,23.5,3.7,25.8,31.4,0.2,848.43,0.0
1748159083,0.0,274,23.8,3.8,23.0,31.4,0.4,848.43,0.0
1748159385,0.0,275,23.5,3.5,22.6,31.4,-0.2,848.43,0.0
1748159687,0.0,274,23.6,4.5,26.0,36.7,-0.4,848.32,0.0
1748159993,0.0,285,23.6,4.0,23.8,31.4,-0.1,848.43,0.0
1748160292,0.0,285,23.5,3.8,22.5,29.5,-0.2,848.32,0.0
1748160588,0.0,290,23.7,3.6,20.4,27.7,0.3,848.32,0.0
1748160888,0.0,298,23.3,3.1,19.9,27.7,0.6,848.22,0.0
1748161191,0.0,305,23.4,2.6,20.1,27.7,0.4,848.02,0.0
1748161493,0.0,310,23.4,2.4,17.8,21.9,0.3,848.02,0.0
1748161788,0.0,307,23.4,2.6,16.5,21.9,0.4,847.92,0.0
1748162091,0.0,304,23.2,2.4,18.2,23.8,0.1,847.82,0.0
1748162387,0.0,293,23.1,2.9,14.6,21.9,-0.1,847.61,0.0
1748162682,0.0,298,23.2,2.5,17.2,21.9,0.5,847.82,0.0
1748162987,0.0,300,23.1,2.3,20.1,25.6,0.4,847.71,0.0
1748163291,0.0,293,23.0,2.4,20.6,27.7,0.3,847.61,0.0
1748163593,0.0,295,23.1,2.2,21.1,25.6,0.4,847.61,0.0
1748163892,0.0,298,23.1,2.3,22.7,29.5,0.2,847.61,0.0
1748164188,0.0,281,23.0,2.5,21.3,27.7,-0.1,847.31,0.0
1748164490,0.0,293,23.1,2.8,20.1,29.5,0.4,847.31,0.0
1748164792,0.0,294,23.1,2.9,19.7,27.7,-0.5,847.21,0.0
1748165081,0.0,300,23.0,2.9,18.4,25.6,0.1,847.21,0.0
1748165388,0.0,314,23.0,2.5,15.2,20.1,0.3,847.21,0.0
1748165689,0.0,315,23.0,2.3,16.0,21.9,0.3,846.83,0.0
1748165993,0.0,312,23.0,2.0,18.7,27.7,0.1,846.94,0.0
1748166299,0.0,308,23.0,2.6,19.6,29.5,0.2,846.94,0.0
1748166585,0.0,302,23.0,2.8,21.3,29.5,-0.3,846.94,0.0
1748166891,0.0,301,23.0,2.9,22.6,33.2,-0.7,847.04,0.0
1748167186,0.0,293,23.0,4.2,28.7,33.2,-1.7,847.04,0.0
1748167483,0.0,295,23.0,4.0,27.8,34.9,-1.2,846.94,0.0
1748167785,0.0,289,23.0,4.1,28.2,38.5,-1.6,847.04,0.0
1748168090,0.0,289,23.0,4.4,29.7,34.9,-2.5,846.94,0.0
1748168387,0.0,288,23.0,4.9,28.4,40.4,-3.2,846.73,0.0
1748168684,0.0,299,23.0,4.8,26.1,34.9,-3.1,846.73,0.0
1748168984,0.0,296,23.0,4.9,28.7,38.5,-2.9,846.73,0.0
1748169296,0.0,294,23.0,4.7,30.0,38.5,-2.8,846.53,0.0
1748169587,0.0,300,23.0,4.8,32.9,42.2,-3.3,846.53,0.0
1748169884,0.0,297,23.0,4.9,29.2,40.4,-2.6,846.53,0.0
1748170192,0.0,298,23.0,4.7,28.8,38.5,-2.7,846.43,0.0
1748170497,0.0,300,23.0,4.2,29.9,40.4,-2.0,846.63,0.0
1748170786,0.0,297,23.0,4.2,31.0,40.4,-1.5,846.53,0.0
1748171098,0.0,297,23.0,3.7,30.7,40.4,-1.2,846.53,0.0
1748171122,0.0,284,23.0,3.3,34.6,34.9,-2.9,846.53,0.0
1748194186,88.4,287,25.7,1.7,41.7,55.0,1.5,,0.3
1748194490,100.6,275,25.9,1.8,40.6,55.0,1.6,,0.3
1748194786,70.2,277,25.2,1.8,44.4,60.5,1.6,,0.3
1748195084,67.0,275,25.0,1.8,43.8,58.7,1.6,,0.3
1748195392,53.5,284,25.0,1.8,48.4,66.3,1.7,,0.3
1748195689,71.8,283,25.0,1.8,44.5,64.4,1.6,,0.3
1748195987,72.7,282,25.1,1.8,37.4,51.5,1.6,,0.51
1748196284,148.5,268,25.8,1.7,22.4,48.0,1.5,,0.51
1748196593,334.1,261,32.3,1.5,14.7,36.7,1.3,,0.51
1748196896,278.7,264,34.9,1.9,30.8,40.4,1.7,,0.51
1748197192,244.8,266,34.2,1.9,29.1,38.5,1.7,,0.51
1748197499,145.3,279,29.1,1.7,30.7,40.4,1.5,,0.51
1748197787,80.1,278,27.5,1.6,29.0,40.4,1.4,,0.51
1748198091,64.2,271,26.2,1.5,30.6,43.9,1.3,,0.51
1748198390,36.7,277,26.0,1.3,35.9,51.5,1.1,,0.51
1748198692,39.1,291,25.9,1.3,40.2,51.5,1.1,,0.51
1748198993,39.8,292,25.6,1.4,35.9,46.0,1.2,,0.51
1748199297,43.2,292,25.1,1.4,37.6,53.3,1.2,,0.51
1748199583,25.9,288,25.0,1.5,36.7,46.0,1.3,,0.51
1748199883,31.0,285,25.0,1.5,31.5,43.9,1.3,,0.51
1748200190,44.8,280,25.0,1.6,30.5,40.4,1.4,,0.51
1748200497,133.6,301,25.1,1.6,31.3,38.5,1.4,,0.51
1748200788,132.7,295,26.1,1.7,29.1,36.7,1.5,,0.51
1748201083,103.9,282,26.0,1.7,26.5,36.7,1.5,,0.51
1748201399,83.7,290,25.7,1.7,30.7,42.2,1.5,,0.51
1748201689,27.8,275,25.0,1.7,33.8,42.2,1.4,,0.51
1748201978,32.9,275,24.9,1.7,36.3,46.0,1.5,,0.51
1748202296,32.4,279,25.0,1.8,38.7,49.7,1.6,,0.51
1748202584,36.6,290,24.9,1.8,36.1,48.0,1.7,,0.51
1748202891,38.8,290,24.8,1.8,36.9,51.5,1.6,,0.51
1748203179,50.2,294,24.9,1.9,37.0,46.0,1.7,,0.51
1748203492,35.4,299,24.7,2.0,41.3,56.8,1.8,,0.51
1748203792,56.5,306,24.7,2.0,40.8,58.7,1.8,,0.51
1748204090,62.8,289,24.9,1.9,42.7,56.8,1.7,,0.51
1748204387,34.7,289,24.5,1.8,40.6,53.3,1.7,,0.51
1748204687,20.2,293,24.2,1.8,38.4,55.0,1.6,,0.51
1748204999,24.0,296,24.1,1.9,33.6,46.0,1.7,,0.51
1748205291,32.5,299,24.0,1.9,34.6,46.0,1.7,,0.51
1748205586,28.9,300,24.0,1.8,31.7,46.0,1.6,,0.51
1748205892,16.3,298,24.0,1.8,34.0,48.0,1.6,,0.51
1748206185,12.8,293,24.0,1.7,35.9,49.7,1.5,,0.51
1748206489,10.1,295,24.0,1.8,38.0,51.5,1.6,,0.51
1748206787,8.6,294,24.0,1.8,33.8,49.7,1.6,,0.51
1748207086,6.3,294,24.0,1.8,32.7,43.9,1.7,,0.51
1748207399,5.3,296,23.9,1.9,33.9,43.9,1.7,,0.51
1748207689,4.6,287,24.0,1.9,34.6,49.7,1.7,,0.51
1748207987,3.7,303,23.8,1.9,33.9,48.0,1.7,,0.51
1748208297,1.6,297,23.8,1.9,35.4,51.5,1.7,,0.79
1748208592,1.4,289,23.9,1.8,40.5,53.3,1.6,,0.79
1748208897,1.0,295,23.7,1.8,39.4,51.5,1.6,,0.79
1748209187,0.4,299,23.8,1.9,35.3,48.0,1.7,,0.79
1748209487,0.3,301,23.4,1.9,35.3,49.7,1.7,,0.79
1748209799,0.1,300,23.5,1.9,36.2,53.3,1.7,,0.79
1748210091,0.0,298,23.5,1.9,40.0,56.8,1.7,,0.79
